Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       9/9           parse_keyword(LispIterator&) [213]
                0.00    0.00       9/1014        std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<void (*)(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [78]
                0.00    0.00       8/118         LispIterator::empty() const [130]
                0.00    0.00       4/4           ActionStmt::~ActionStmt() [243]
                0.00    0.00       3/6           std::vector<PredicateVar, std::allocator<PredicateVar> >::~vector() [230]
                0.00    0.00       3/3           void std::vector<ActionStmt, std::allocator<ActionStmt> >::_M_realloc_insert<ActionStmt const&>(__gnu_cxx::__normal_iterator<ActionStmt*, std::vector<ActionStmt, std::allocator<ActionStmt> > >, ActionStmt const&) [265]
                0.00    0.00       2/2           RequirementsStmt::RequirementsStmt(std::vector<Keyword, std::allocator<Keyword> >) [274]
                0.00    0.00       2/26          LispIterator::try_match(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [184]
                0.00    0.00       2/2           void std::vector<Keyword, std::allocator<Keyword> >::_M_realloc_insert<Keyword>(__gnu_cxx::__normal_iterator<Keyword*, std::vector<Keyword, std::allocator<Keyword> > >, Keyword&&) [285]
                0.00    0.00       1/1           DomainDef::DomainDef(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, RequirementsStmt, std::vector<Type*, std::allocator<Type*> >, PredicatesStmt, std::vector<ActionStmt, std::allocator<ActionStmt> >, std::vector<Object, std::allocator<Object> >) [305]
                0.00    0.00       1/1           std::vector<Keyword, std::allocator<Keyword> >::~vector() [339]
                0.00    0.00       1/1           std::vector<ActionStmt, std::allocator<ActionStmt> >::~vector() [337]
                0.00    0.00       1/7           std::vector<Object, std::allocator<Object> >::~vector() [227]
                0.00    0.00       1/1           _parse_types_helper(LispIterator&) [291]
                0.00    0.00       1/1           Keyword::~Keyword() [302]
                0.00    0.00       1/8           ActionStmt::ActionStmt(ActionStmt const&) [214]
                0.00    0.00       1/2           LispIterator::match_end() [273]
-----------------------------------------------
                0.00    0.00       1/1           breadth_first_search(BaseTask&) [2]
[38]     0.0    0.00    0.00       1         std::_Hashtable<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >, std::__detail::_Identity, std::equal_to<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >, hash_unordered_set, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_Hashtable<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > const*>(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > const*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > const*, unsigned long, hash_unordered_set const&, std::equal_to<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > const&, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > const&, std::integral_constant<bool, true>) [38]
                0.00    0.00       1/157453      std::_Hashtable<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >, std::__detail::_Identity, std::equal_to<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >, hash_unordered_set, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_find_before_node(unsigned long, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > const&, unsigned long) const [3]
                0.00    0.00       1/28004       std::_Hashtable<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >, std::__detail::_Identity, std::equal_to<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >, hash_unordered_set, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, true>*, unsigned long) [11]
                0.00    0.00       1/186577      _get_grounded_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [5]
-----------------------------------------------
                0.00    0.00       4/4           parse_domain_def(LispIterator&) [37]
[39]     0.0    0.00    0.00       4         parse_action_stmt(LispIterator&) [39]
                0.00    0.00       8/9           parse_formula(LispIterator&) [46]
                0.00    0.00       4/186577      _get_grounded_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [5]
                0.00    0.00       4/11          std::vector<Variable, std::allocator<Variable> > _parse_type_helper<Variable>(LispIterator&) [47]
                0.00    0.00       4/1586        _ground_atom(Predicate const&, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [18]
                0.00    0.00      64/249083      frame_dummy [53]
                0.00    0.00      32/400         Formula::Formula(Formula const&) <cycle 1> [72]
                0.00    0.00      32/357         Formula::~Formula() [105]
                0.00    0.00      16/26          LispIterator::try_match(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [184]
                0.00    0.00      12/564         LispIterator::next() [88]
                0.00    0.00      12/1014        std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<void (*)(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [78]
                0.00    0.00       8/33          std::vector<Variable, std::allocator<Variable> >::~vector() [173]
                0.00    0.00       4/19          std::vector<Variable, std::allocator<Variable> >::vector(std::vector<Variable, std::allocator<Variable> > const&) [192]
-----------------------------------------------
                0.00    0.00      41/118         std::vector<Variable, std::allocator<Variable> > _parse_type_helper<Variable>(LispIterator&) [47]
                0.00    0.00      77/118         parse_formula(LispIterator&) [46]
[40]     0.0    0.00    0.00     118         Variable::Variable(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [40]
                0.00    0.00      41/1586        _ground_atom(Predicate const&, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [18]
                0.00    0.00     395/249083      frame_dummy [53]
-----------------------------------------------
                0.00    0.00      45/45          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_alternative() [22]
[41]     0.0    0.00    0.00      45         std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_bracket_expression() [41]
                0.00    0.00      15/15          void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_bracket_matcher<false, false>(bool) [44]
                0.00    0.00      15/60          std::__detail::_Scanner<char>::_M_scan_in_bracket() [153]
                0.00    0.00      15/649         std::__detail::_Scanner<char>::_M_advance() [83]
-----------------------------------------------
                0.00    0.00      30/30          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_atom() [25]
[42]     0.0    0.00    0.00      30         void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_any_matcher_ecma<false, false>() [42]
                0.00    0.00      30/500         get_landmarks(Task&) [20]
                0.00    0.00      30/454         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_matcher(std::function<bool (char)>) [97]
-----------------------------------------------
                0.00    0.00      30/30          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_atom() [25]
[43]     0.0    0.00    0.00      30         void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_character_class_matcher<false, false>() [43]
                0.00    0.00      30/500         get_landmarks(Task&) [20]
                0.00    0.00      30/60          std::__cxx11::regex_traits<char>::_RegexMask std::__cxx11::regex_traits<char>::lookup_classname<char const*>(char const*, char const*, bool) const [151]
                0.00    0.00      30/45          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready() [162]
                0.00    0.00      30/454         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_matcher(std::function<bool (char)>) [97]
                0.00    0.00      30/1537        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [70]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_bracket_expression() [41]
[44]     0.0    0.00    0.00      15         void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_bracket_matcher<false, false>(bool) [44]
                0.00    0.00      30/500         get_landmarks(Task&) [20]
                0.00    0.00      60/60          bool std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_expression_term<false, false>(std::pair<bool, char>&, std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&) [154]
                0.00    0.00      15/15          void std::vector<char, std::allocator<char> >::_M_realloc_insert<char>(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char&&) [197]
                0.00    0.00      15/45          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready() [162]
                0.00    0.00      15/454         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_matcher(std::function<bool (char)>) [97]
                0.00    0.00      15/1537        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [70]
-----------------------------------------------
                0.00    0.00       1/1           parse_domain_def(LispIterator&) [37]
[45]     0.0    0.00    0.00       1         parse_predicates_stmt(LispIterator&) [45]
                0.00    0.00       7/186577      _get_grounded_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [5]
                0.00    0.00       7/11          std::vector<Variable, std::allocator<Variable> > _parse_type_helper<Variable>(LispIterator&) [47]
                0.00    0.00       1/2           PredicatesStmt::PredicatesStmt(std::vector<PredicateVar, std::allocator<PredicateVar> >) [49]
                0.00    0.00     169/249083      frame_dummy [53]
                0.00    0.00      21/33          std::vector<Variable, std::allocator<Variable> >::~vector() [173]
                0.00    0.00      15/1014        std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<void (*)(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [78]
                0.00    0.00       8/1257        LispIterator::peek() const [75]
                0.00    0.00       7/564         LispIterator::next() [88]
                0.00    0.00       4/4           void std::vector<PredicateVar, std::allocator<PredicateVar> >::_M_realloc_insert<PredicateVar>(__gnu_cxx::__normal_iterator<PredicateVar*, std::vector<PredicateVar, std::allocator<PredicateVar> > >, PredicateVar&&) [253]
                0.00    0.00       2/6           std::vector<PredicateVar, std::allocator<PredicateVar> >::~vector() [230]
                0.00    0.00       1/26          LispIterator::try_match(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [184]
-----------------------------------------------
                                 130             parse_formula(LispIterator&) [46]
                0.00    0.00       1/9           parse_problem_def(LispIterator&) [32]
                0.00    0.00       8/9           parse_action_stmt(LispIterator&) [39]
[46]     0.0    0.00    0.00       9+130     parse_formula(LispIterator&) [46]
                0.00    0.00      77/118         Variable::Variable(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [40]
                0.00    0.00     293/249083      frame_dummy [53]
                0.00    0.00     278/10090       std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<void (*)(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)>, std::integer_sequence<unsigned long, 1ul> >::__visit_invoke(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [63]
                0.00    0.00     278/651         std::vector<Formula, std::allocator<Formula> >::~vector() [82]
                0.00    0.00     234/1257        LispIterator::peek() const [75]
                0.00    0.00     216/557         LispIterator::get_word[abi:cxx11]() const [89]
                0.00    0.00     182/564         LispIterator::next() [88]
                0.00    0.00     139/400         std::vector<Formula, std::allocator<Formula> >::vector(std::vector<Formula, std::allocator<Formula> > const&) <cycle 1> [68]
                0.00    0.00     139/153         Formula::Formula(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Formula, std::allocator<Formula> >, FormulaType) [124]
                0.00    0.00     138/1014        std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<void (*)(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [78]
                0.00    0.00     130/357         Formula::~Formula() [105]
                0.00    0.00     123/123         void std::vector<Formula, std::allocator<Formula> >::_M_realloc_insert<Formula>(__gnu_cxx::__normal_iterator<Formula*, std::vector<Formula, std::allocator<Formula> > >, Formula&&) [127]
                0.00    0.00      77/77          Variable::~Variable() [144]
                                 130             parse_formula(LispIterator&) [46]
-----------------------------------------------
                0.00    0.00       4/11          parse_action_stmt(LispIterator&) [39]
                0.00    0.00       7/11          parse_predicates_stmt(LispIterator&) [45]
[47]     0.0    0.00    0.00      11         std::vector<Variable, std::allocator<Variable> > _parse_type_helper<Variable>(LispIterator&) [47]
                0.00    0.00      41/118         Variable::Variable(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [40]
                0.00    0.00     128/10090       std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<void (*)(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)>, std::integer_sequence<unsigned long, 1ul> >::__visit_invoke(std::__detail::__variant::_Variant_storage<false, std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::vector<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<nested_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [63]
                0.00    0.00      99/564         LispIterator::next() [88]
                0.00    0.00      99/557         LispIterator::get_word[abi:cxx11]() const [89]
                0.00    0.00      82/249083      frame_dummy [53]
                0.00    0.00      81/118         LispIterator::empty() const [130]
                0.00    0.00      73/73          void std::vector<Variable, std::allocator<Variable> >::_M_realloc_insert<Variable>(__gnu_cxx::__normal_iterator<Variable*, std::vector<Variable, std::allocator<Variable> > >, Variable&&) [148]
                0.00    0.00      52/1537        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [70]
                0.00    0.00      41/60          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::insert(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [152]
                0.00    0.00      29/1257        LispIterator::peek() const [75]
-----------------------------------------------
                0.00    0.00       1/2           parse_domain_def(LispIterator&) [37]
                0.00    0.00       1/2           parse_problem_def(LispIterator&) [32]
[48]     0.0    0.00    0.00       2         _parse_domain_helper(LispIterator&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [48]
                0.00    0.00       2/186577      _get_grounded_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [5]
                0.00    0.00      10/249083      frame_dummy [53]
                0.00    0.00       2/26          LispIterator::try_match(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [184]
-----------------------------------------------
                0.00    0.00       1/2           parse_predicates_stmt(LispIterator&) [45]
                0.00    0.00       1/2           parse_domain_def(LispIterator&) [37]
[49]     0.0    0.00    0.00       2         PredicatesStmt::PredicatesStmt(std::vector<PredicateVar, std::allocator<PredicateVar> >) [49]
                0.00    0.00       2/1586        _ground_atom(Predicate const&, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [18]
                0.00    0.00       4/249083      frame_dummy [53]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[50]     0.0    0.00    0.00       1         BaseTask::~BaseTask() [50]
                0.00    0.00       3/730257      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [8]
                0.00    0.00     251/28572       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) [61]
-----------------------------------------------
[51]     0.0    0.00    0.00     400+2660    <cycle 1 as a whole> [51]
                0.00    0.00    1688             std::vector<Formula, std::allocator<Formula> >::vector(std::vector<Formula, std::allocator<Formula> > const&) <cycle 1> [68]
                0.00    0.00    1372+38          Formula::Formula(Formula const&) <cycle 1> [72]
-----------------------------------------------
[52]     0.0    0.00    0.00    1000+552     <cycle 3 as a whole> [52]
                0.00    0.00    1276+2697        std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::regex_traits<char>, true>::_M_dfs(std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::regex_traits<char>, true>::_Match_mode, long) <cycle 3> [73]
